,recoded_id,X,dob,birth_year,genetic_group,feed_group,amp_305_lactation,cull_date,cull_reason,cull_category,herd_life,sample_date,rltl,tel_sample_no,residual_rltl_t,residual_rltl_tminus1,diff_rltl_res,sample_interval,change_at_t_1,abs_diff_rltl_res,age_d,age_m,age_y,live_wgt,cond_score,health_event_2week,health_event_fertil_all,health_event_mastitis_all,health_event_lame_all,sample_year,average_resid,rltl_change,abs_rltl_change,AgeGroup,av_rltl_1_res,SamplesPerAnimal,Animal_No,atrr_rate_per_year
676,5419,638,01/05/2009,2009,C,2,5448.8,NULL,NULL,NULL,NULL,23/02/2012,0.93460249,3,-0.208798817,-0.074058404,-0.134740413,233,-0.099654574,0.134740413,1028,34,3,NULL,3,0,NULL,NULL,NULL,2012,-0.018302355,-0.003745063,0.133263765,older,NA,6,144,-0.211074038
677,5419,639,01/05/2009,2009,C,2,5448.8,NULL,NULL,NULL,NULL,03/04/2013,1.111295747,4,0.025578132,-0.208798817,0.234376949,405,-0.134740413,0.234376949,1433,47,4,NULL,2.5,0,NULL,NULL,NULL,2013,-0.018302355,-0.003745063,0.133263765,older,NA,6,144,0.211228608
678,5419,640,01/05/2009,2009,C,2,5448.8,NULL,NULL,NULL,NULL,14/05/2014,1.2394221,5,0.114997937,0.025578132,0.089419806,406,0.234376949,0.089419806,1839,60,5,NULL,2.75,0,NULL,NULL,NULL,2014,-0.018302355,-0.003745063,0.133263765,older,NA,6,144,0.080389727
679,5419,641,01/05/2009,2009,C,2,5448.8,NULL,NULL,NULL,NULL,16/12/2014,1.123127969,6,0.006870853,0.114997937,-0.108127084,216,0.089419806,0.108127084,2055,67,6,NULL,2.25,0,NULL,NULL,NULL,2014,-0.018302355,-0.003745063,0.133263765,older,NA,6,144,-0.182714748
669,5338,1230,15/12/2009,2009,C,NULL,NULL,26/10/2014,NULL,Reason unknown,1776,18/12/2009,1.129410193,1,0.075200261,NULL,NULL,NULL,NULL,NULL,3,0,0,NULL,NULL,0,NULL,NULL,NULL,2009,0.044875157,-0.007895093,0.117565141,young,0.093353563,5,143,NULL
670,5338,1231,15/12/2009,2009,C,NULL,NULL,26/10/2014,NULL,Reason unknown,1776,30/03/2011,1.10894398,2,0.093353563,0.075200261,0.018153302,467,NULL,0.018153302,470,15,1,NULL,NULL,0,NULL,NULL,NULL,2011,0.044875157,-0.007895093,0.117565141,older,0.093353563,5,143,0.014188341
671,5338,1232,15/12/2009,2009,C,NULL,NULL,26/10/2014,NULL,Reason unknown,1776,14/03/2012,1.105301317,3,-0.094492361,0.093353563,-0.187845923,350,0.018153302,0.187845923,820,27,2,NULL,NULL,0,NULL,NULL,NULL,2012,0.044875157,-0.007895093,0.117565141,older,0.093353563,5,143,-0.195896463
672,5338,1233,15/12/2009,2009,C,NULL,NULL,26/10/2014,NULL,Reason unknown,1776,11/03/2013,1.09777926,4,0.106694433,-0.094492361,0.201186794,362,-0.187845923,0.201186794,1182,39,3,NULL,NULL,0,NULL,NULL,NULL,2013,0.044875157,-0.007895093,0.117565141,older,0.093353563,5,143,0.202854088
673,5338,1234,15/12/2009,2009,C,NULL,NULL,26/10/2014,NULL,Reason unknown,1776,02/06/2014,0.977243137,5,0.043619889,0.106694433,-0.063074544,448,0.201186794,0.063074544,1630,53,4,NULL,NULL,0,NULL,NULL,NULL,2014,0.044875157,-0.007895093,0.117565141,older,0.093353563,5,143,-0.051388858
664,5330,536,16/08/2010,2010,S,1,7981.825,NULL,NULL,NULL,NULL,17/08/2010,0.792008333,1,-0.228332723,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,2.5,0,NULL,NULL,NULL,2010,-0.186488339,-0.001695788,0.077697932,young,-0.076328436,5,142,NULL
665,5330,537,16/08/2010,2010,S,1,7981.825,NULL,NULL,NULL,NULL,25/08/2010,0.882402527,2,-0.157866796,-0.228332723,0.070465926,8,NULL,0.070465926,9,0,0,NULL,2.5,0,NULL,NULL,NULL,2010,-0.186488339,-0.001695788,0.077697932,young,-0.076328436,5,142,3.215007874
666,5330,538,16/08/2010,2010,S,1,7981.825,NULL,NULL,NULL,NULL,14/04/2011,1.041397964,3,-0.076328436,-0.157866796,0.081538361,232,0.070465926,0.081538361,241,8,1,NULL,2.5,0,NULL,NULL,NULL,2011,-0.186488339,-0.001695788,0.077697932,young,-0.076328436,5,142,0.128282335
667,5330,539,16/08/2010,2010,S,1,7981.825,NULL,NULL,NULL,NULL,27/02/2013,0.785852554,4,-0.234797867,-0.076328436,-0.158469432,685,0.081538361,0.158469432,926,30,3,NULL,2.25,0,NULL,NULL,NULL,2013,-0.186488339,-0.001695788,0.077697932,older,-0.076328436,5,142,-0.084439916
668,5330,540,16/08/2010,2010,S,1,7981.825,NULL,NULL,NULL,NULL,15/05/2014,0.790180013,5,-0.235115875,-0.234797867,-0.000318008,442,-0.158469432,0.000318008,1368,45,4,NULL,2.5,0,NULL,NULL,NULL,2014,-0.186488339,-0.001695788,0.077697932,older,-0.076328436,5,142,-0.000262608
653,5315,989,21/12/2008,2008,C,1,5201.75,25/03/2015,NULL,Reason unknown,2285,22/12/2008,1.299007389,1,0.228225845,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,2.25,0,5,0,0,2008,0.140403024,-0.021872509,0.171002225,young,-0.026458321,4,141,NULL
654,5315,990,21/12/2008,2008,C,1,5201.75,25/03/2015,NULL,Reason unknown,2285,16/03/2010,1.023182132,2,-0.026458321,0.228225845,-0.254684166,449,NULL,0.254684166,450,15,1,NULL,2.25,0,5,0,0,2010,0.140403024,-0.021872509,0.171002225,older,-0.026458321,4,141,-0.20703724
655,5315,991,21/12/2008,2008,C,1,5201.75,25/03/2015,NULL,Reason unknown,2285,03/04/2013,1.267990166,3,0.197236253,-0.026458321,0.223694574,1114,-0.254684166,0.223694574,1564,51,4,NULL,2,0,5,0,0,2013,0.140403024,-0.021872509,0.171002225,older,-0.026458321,4,141,0.073293105
656,5315,992,21/12/2008,2008,C,1,5201.75,25/03/2015,NULL,Reason unknown,2285,02/06/2014,1.227973965,4,0.162608318,0.197236253,-0.034627935,425,0.223694574,0.034627935,1989,65,5,NULL,1.75,0,5,0,0,2014,0.140403024,-0.021872509,0.171002225,older,-0.026458321,4,141,-0.029739285
648,5298,478,03/01/2010,2010,S,1,10990.83333,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,2041,08/01/2010,1.531529306,1,0.383297557,NULL,NULL,NULL,NULL,NULL,5,0,0,NULL,2.75,0,6,8,1,2010,0.119676591,-0.076405296,0.145195986,young,-0.02868024,5,140,NULL
649,5298,479,03/01/2010,2010,S,1,10990.83333,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,2041,28/03/2011,1.058586844,2,-0.02868024,0.383297557,-0.411977797,444,NULL,0.411977797,449,15,1,NULL,2.75,0,6,8,1,2011,0.119676591,-0.076405296,0.145195986,older,-0.02868024,5,140,-0.338675441
650,5298,480,03/01/2010,2010,S,1,10990.83333,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,2041,16/02/2012,1.304300883,3,0.098657016,-0.02868024,0.127337256,325,-0.411977797,0.127337256,774,25,2,NULL,2.5,0,6,8,1,2012,0.119676591,-0.076405296,0.145195986,older,-0.02868024,5,140,0.143009534
651,5298,481,03/01/2010,2010,S,1,10990.83333,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,2041,25/02/2013,1.026630296,4,0.067432249,0.098657016,-0.031224767,375,0.127337256,0.031224767,1149,38,3,NULL,2.25,1,6,8,1,2013,0.119676591,-0.076405296,0.145195986,older,-0.02868024,5,140,-0.030392107
652,5298,482,03/01/2010,2010,S,1,10990.83333,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,2041,13/05/2014,1.110887951,5,0.077676372,0.067432249,0.010244123,442,-0.031224767,0.010244123,1591,52,4,NULL,2,0,6,8,1,2014,0.119676591,-0.076405296,0.145195986,older,-0.02868024,5,140,0.008459513
636,5207,1087,16/03/2011,2011,C,1,9416.2,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,1604,22/03/2011,1.205122601,1,0.128079809,NULL,NULL,NULL,NULL,NULL,6,0,0,NULL,2.75,0,1,0,2,2011,0.087167635,-0.001307664,0.067835732,young,0.024364715,4,139,NULL
637,5207,1088,16/03/2011,2011,C,1,9416.2,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,1604,23/03/2012,1.004297936,2,0.024364715,0.128079809,-0.103715094,367,NULL,0.103715094,373,12,1,NULL,2.75,0,1,0,2,2012,0.087167635,-0.001307664,0.067835732,older,0.024364715,4,139,-0.103149889
638,5207,1089,16/03/2011,2011,C,1,9416.2,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,1604,07/03/2013,1.211626125,3,0.072069199,0.024364715,0.047704484,349,-0.103715094,0.047704484,722,24,2,NULL,2.75,0,1,0,2,2013,0.087167635,-0.001307664,0.067835732,older,0.024364715,4,139,0.049891509
639,5207,1090,16/03/2011,2011,C,1,9416.2,06/08/2015,REPRODUCTIVE DISORDER,Fertility & Reproduction,1604,13/05/2014,1.180414009,4,0.124156817,0.072069199,0.052087618,432,0.047704484,0.052087618,1154,38,3,NULL,2.5,0,1,0,2,2014,0.087167635,-0.001307664,0.067835732,older,0.024364715,4,139,0.044009214
634,5199,598,30/04/2012,2012,C,NULL,NULL,14/08/2014,REPRODUCTIVE DISORDER,Fertility & Reproduction,836,07/05/2012,1.198036958,1,0.151402524,NULL,NULL,NULL,NULL,NULL,7,0,0,NULL,NULL,0,NULL,NULL,NULL,2012,0.1553426,0.007880153,0.007880153,young,NA,2,138,NULL
635,5199,599,30/04/2012,2012,C,NULL,NULL,14/08/2014,REPRODUCTIVE DISORDER,Fertility & Reproduction,836,14/08/2014,1.30676413,2,0.159282676,0.151402524,0.007880153,829,NULL,0.007880153,836,27,2,NULL,NULL,0,NULL,NULL,NULL,2014,0.1553426,0.007880153,0.007880153,older,NA,2,138,0.003469549
632,5126,384,03/03/2012,2012,S,NULL,NULL,21/11/2013,REPRODUCTIVE DISORDER,Fertility & Reproduction,628,12/03/2012,1.209502563,1,0.180177318,NULL,NULL,NULL,NULL,NULL,9,0,0,NULL,NULL,0,NULL,NULL,NULL,2012,0.100906406,-0.158541824,0.158541824,young,0.021635494,2,137,NULL
633,5126,385,03/03/2012,2012,S,NULL,NULL,21/11/2013,REPRODUCTIVE DISORDER,Fertility & Reproduction,628,07/03/2013,1.016711116,2,0.021635494,0.180177318,-0.158541824,360,NULL,0.158541824,369,12,1,NULL,NULL,0,NULL,NULL,NULL,2013,0.100906406,-0.158541824,0.158541824,older,0.021635494,2,137,-0.160743794
630,5105,1327,15/03/2014,2014,S,NULL,NULL,14/04/2014,BAD CALVING,Fertility & Reproduction,30,24/03/2014,1.433673221,1,0.293162415,NULL,NULL,NULL,NULL,NULL,9,0,0,NULL,NULL,0,NULL,NULL,NULL,2014,0.132569101,-0.321186628,0.321186628,young,NA,2,136,NULL
631,5105,1328,15/03/2014,2014,S,NULL,NULL,14/04/2014,BAD CALVING,Fertility & Reproduction,30,14/04/2014,1.168620816,2,-0.028024213,0.293162415,-0.321186628,21,NULL,0.321186628,30,1,0,NULL,NULL,0,NULL,NULL,NULL,2014,0.132569101,-0.321186628,0.321186628,young,NA,2,136,-5.582529487
626,5054,663,04/09/2009,2009,C,1,8889.916667,10/07/2014,FOOT/LEG PROBLEMS,Lameness,1770,10/09/2009,0.990310312,1,-0.00476531,NULL,NULL,NULL,NULL,NULL,6,0,0,476,NULL,0,5,0,11,2009,0.10952479,0.005788859,0.188013315,young,NA,4,135,NULL
627,5054,664,04/09/2009,2009,C,1,8889.916667,10/07/2014,FOOT/LEG PROBLEMS,Lameness,1770,16/02/2012,1.197685695,2,0.144325251,-0.00476531,0.149090561,889,NULL,0.149090561,895,29,2,NULL,2.5,0,5,0,11,2012,0.10952479,0.005788859,0.188013315,older,NA,4,135,0.06121266
628,5054,665,04/09/2009,2009,C,1,8889.916667,10/07/2014,FOOT/LEG PROBLEMS,Lameness,1770,25/02/2013,1.429597405,3,0.285937951,0.144325251,0.1416127,375,0.149090561,0.1416127,1270,42,3,NULL,2.25,1,5,0,11,2013,0.10952479,0.005788859,0.188013315,older,NA,4,135,0.137836361
629,5054,666,04/09/2009,2009,C,1,8889.916667,10/07/2014,FOOT/LEG PROBLEMS,Lameness,1770,13/05/2014,1.178734076,4,0.012601268,0.285937951,-0.273336683,442,0.1416127,0.273336683,1712,56,5,NULL,1.75,1,5,0,11,2014,0.10952479,0.005788859,0.188013315,older,NA,4,135,-0.225719207
621,5050,296,31/12/2009,2009,S,2,8500.525,NULL,NULL,NULL,NULL,08/01/2010,1.262667601,1,0.290908396,NULL,NULL,NULL,NULL,NULL,8,0,0,NULL,2.25,0,NULL,NULL,NULL,2010,0.170341588,-0.027255252,0.160238253,young,0.038262975,5,134,NULL
622,5050,297,31/12/2009,2009,S,2,8500.525,NULL,NULL,NULL,NULL,30/03/2011,1.187403994,2,0.038262975,0.290908396,-0.252645421,446,NULL,0.252645421,454,15,1,NULL,2.25,0,NULL,NULL,NULL,2011,0.170341588,-0.027255252,0.160238253,older,0.038262975,5,134,-0.206761387
623,5050,298,31/12/2009,2009,S,2,8500.525,NULL,NULL,NULL,NULL,20/02/2012,1.128909395,3,0.037341591,0.038262975,-0.000921384,327,-0.252645421,0.000921384,781,26,2,NULL,2.25,0,NULL,NULL,NULL,2012,0.170341588,-0.027255252,0.160238253,older,0.038262975,5,134,-0.001028456
624,5050,299,31/12/2009,2009,S,2,8500.525,NULL,NULL,NULL,NULL,21/02/2013,1.369789916,4,0.303307592,0.037341591,0.265966002,367,-0.000921384,0.265966002,1148,38,3,NULL,1.5,0,NULL,NULL,NULL,2013,0.170341588,-0.027255252,0.160238253,older,0.038262975,5,134,0.264516596
625,5050,300,31/12/2009,2009,S,2,8500.525,NULL,NULL,NULL,NULL,16/05/2014,1.135699282,5,0.181887388,0.303307592,-0.121420204,449,0.265966002,0.121420204,1597,52,4,NULL,1.75,0,NULL,NULL,NULL,2014,0.170341588,-0.027255252,0.160238253,older,0.038262975,5,134,-0.09870462
619,5013,186,11/05/2012,2012,S,1,636.8,14/07/2014,ACCIDENT,Accident,794,16/05/2012,1.381319408,1,0.27331715,NULL,NULL,NULL,NULL,NULL,5,0,0,NULL,2.25,0,0,0,0,2012,0.254321471,-0.037991358,0.037991358,young,NA,2,133,NULL
620,5013,187,11/05/2012,2012,S,1,636.8,14/07/2014,ACCIDENT,Accident,794,25/03/2014,1.291582984,2,0.235325792,0.27331715,-0.037991358,678,NULL,0.037991358,683,22,2,NULL,2.25,0,0,0,0,2014,0.254321471,-0.037991358,0.037991358,older,NA,2,133,-0.020452575
615,5003,469,12/10/2009,2009,C,1,10345.2,29/08/2013,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1417,18/10/2009,1.313270657,1,0.235656523,NULL,NULL,NULL,NULL,NULL,6,0,0,541,NULL,0,2,0,3,2009,0.052042104,-0.065959969,0.125828897,young,-0.013237949,4,132,NULL
616,5003,470,12/10/2009,2009,C,1,10345.2,29/08/2013,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1417,29/03/2011,1.041456952,2,-0.013237949,0.235656523,-0.248894472,527,NULL,0.248894472,533,17,1,541,NULL,0,2,0,3,2011,0.052042104,-0.065959969,0.125828897,older,-0.013237949,4,132,-0.172384217
617,5003,471,12/10/2009,2009,C,1,10345.2,29/08/2013,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1417,17/02/2012,1.117358545,3,-0.052026775,-0.013237949,-0.038788826,325,-0.248894472,0.038788826,858,28,2,NULL,2,1,2,0,3,2012,0.052042104,-0.065959969,0.125828897,older,-0.013237949,4,132,-0.043562835
618,5003,472,12/10/2009,2009,C,1,10345.2,29/08/2013,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1417,27/02/2013,1.175791771,4,0.037776617,-0.052026775,0.089803392,376,-0.038788826,0.089803392,1234,40,3,NULL,2.25,0,2,0,3,2013,0.052042104,-0.065959969,0.125828897,older,-0.013237949,4,132,0.087176165
611,4967,392,23/06/2012,2012,S,2,5921.233333,NULL,NULL,NULL,NULL,27/06/2012,1.148149658,1,0.035997887,NULL,NULL,NULL,NULL,NULL,4,0,0,NULL,2.25,0,NULL,NULL,NULL,2012,0.119358261,0.041671267,0.197337199,young,0.256961181,4,131,NULL
612,4967,393,23/06/2012,2012,S,2,5921.233333,NULL,NULL,NULL,NULL,07/03/2013,1.437519567,2,0.256961181,0.035997887,0.220963294,253,NULL,0.220963294,257,8,1,NULL,2.25,0,NULL,NULL,NULL,2013,0.119358261,0.041671267,0.197337199,young,0.256961181,4,131,0.318781037
613,4967,394,23/06/2012,2012,S,2,5921.233333,NULL,NULL,NULL,NULL,25/03/2014,1.008644344,3,0.023462284,0.256961181,-0.233498897,383,0.220963294,0.233498897,640,21,2,NULL,2.25,0,NULL,NULL,NULL,2014,0.119358261,0.041671267,0.197337199,older,0.256961181,4,131,-0.222525058
614,4967,395,23/06/2012,2012,S,2,5921.233333,NULL,NULL,NULL,NULL,28/08/2014,1.264006105,4,0.16101169,0.023462284,0.137549405,156,-0.233498897,0.137549405,796,26,2,NULL,2,0,NULL,NULL,NULL,2014,0.119358261,0.041671267,0.197337199,older,0.256961181,4,131,0.321830339
607,4957,23,13/12/2008,2008,C,NULL,753.4,05/02/2013,OTHER/SURPLUS,Herd management,1515,16/12/2008,1.022809374,1,-0.022725734,NULL,NULL,NULL,NULL,NULL,3,0,0,NULL,NULL,0,NULL,NULL,NULL,2008,-0.049919495,-0.004460197,0.030683026,young,-0.075440568,4,130,NULL
608,4957,24,13/12/2008,2008,C,NULL,753.4,05/02/2013,OTHER/SURPLUS,Herd management,1515,16/03/2010,1.061003759,2,-0.075440568,-0.022725734,-0.052714834,455,NULL,0.052714834,458,15,1,NULL,NULL,0,NULL,NULL,NULL,2010,-0.049919495,-0.004460197,0.030683026,older,-0.075440568,4,130,-0.042287724
609,4957,25,13/12/2008,2008,C,NULL,753.4,05/02/2013,OTHER/SURPLUS,Herd management,1515,28/02/2011,0.978116482,3,-0.065405353,-0.075440568,0.010035215,349,-0.052714834,0.010035215,807,26,2,NULL,NULL,0,NULL,NULL,NULL,2011,-0.049919495,-0.004460197,0.030683026,older,-0.075440568,4,130,0.010495282
610,4957,26,13/12/2008,2008,C,NULL,753.4,05/02/2013,OTHER/SURPLUS,Herd management,1515,27/02/2012,1.039600276,4,-0.036106324,-0.065405353,0.029299029,364,0.010035215,0.029299029,1171,38,3,NULL,NULL,0,NULL,NULL,NULL,2012,-0.049919495,-0.004460197,0.030683026,older,-0.075440568,4,130,0.029379521
604,4925,934,21/02/2011,2011,C,1,2014.4,06/09/2013,ACCIDENT,Accident,928,04/03/2011,0.929998569,1,-0.085265699,NULL,NULL,NULL,NULL,NULL,11,0,0,NULL,2,0,1,0,0,2011,-0.155780752,-0.015555101,0.164879859,young,-0.265700658,3,129,NULL
605,4925,935,21/02/2011,2011,C,1,2014.4,06/09/2013,ACCIDENT,Accident,928,23/03/2012,0.821014068,2,-0.265700658,-0.085265699,-0.180434959,385,NULL,0.180434959,396,13,1,NULL,2,0,1,0,0,2012,-0.155780752,-0.015555101,0.164879859,older,-0.265700658,3,129,-0.171061714
606,4925,936,21/02/2011,2011,C,1,2014.4,06/09/2013,ACCIDENT,Accident,928,07/03/2013,0.975191904,3,-0.1163759,-0.265700658,0.149324758,349,-0.180434959,0.149324758,745,24,2,NULL,2,0,1,0,0,2013,-0.155780752,-0.015555101,0.164879859,older,-0.265700658,3,129,0.156170592
600,4924,1067,24/09/2010,2010,C,2,447.9,04/04/2013,FOOT/LEG PROBLEMS,Lameness,923,04/10/2010,0.95326181,1,0.019638562,NULL,NULL,NULL,NULL,NULL,10,0,0,NULL,2,0,1,0,1,2010,-0.160877573,-0.08377225,0.119392931,young,-0.215735333,4,128,NULL
601,4924,1068,24/09/2010,2010,C,2,447.9,04/04/2013,FOOT/LEG PROBLEMS,Lameness,923,14/04/2011,0.901635681,2,-0.146361457,0.019638562,-0.166000019,192,NULL,0.166000019,202,7,1,NULL,2,0,1,0,1,2011,-0.160877573,-0.08377225,0.119392931,young,-0.215735333,4,128,-0.315572953
602,4924,1069,24/09/2010,2010,C,2,447.9,04/04/2013,FOOT/LEG PROBLEMS,Lameness,923,23/03/2012,0.759996377,3,-0.285109209,-0.146361457,-0.138747752,344,-0.166000019,0.138747752,546,18,1,NULL,2,0,1,0,1,2012,-0.160877573,-0.08377225,0.119392931,older,-0.215735333,4,128,-0.147217818
603,4924,1070,24/09/2010,2010,C,2,447.9,04/04/2013,FOOT/LEG PROBLEMS,Lameness,923,04/04/2013,0.812976452,4,-0.231678188,-0.285109209,0.053431022,377,-0.138747752,0.053431022,923,30,3,NULL,1.75,1,1,0,1,2013,-0.160877573,-0.08377225,0.119392931,older,-0.215735333,4,128,0.0517303
594,4893,1187,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,08/05/2009,1.345124153,1,0.207108999,NULL,NULL,NULL,NULL,NULL,4,0,0,NULL,2.5,0,5,0,3,2009,0.109683005,-0.024084884,0.056388355,young,0.155798236,6,127,NULL
595,4893,1188,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,16/03/2010,1.329658859,2,0.155798236,0.207108999,-0.051310763,312,NULL,0.051310763,316,10,1,NULL,2.5,0,5,0,3,2010,0.109683005,-0.024084884,0.056388355,young,0.155798236,6,127,-0.060027014
596,4893,1189,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,05/07/2011,1.102432584,3,0.111347757,0.155798236,-0.044450479,476,-0.051310763,0.044450479,792,26,2,562,2.25,0,5,0,3,2011,0.109683005,-0.024084884,0.056388355,older,0.155798236,6,127,-0.034084926
597,4893,1190,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,16/02/2012,1.127353751,4,0.008199887,0.111347757,-0.10314787,226,-0.044450479,0.10314787,1018,33,3,NULL,2.75,0,5,0,3,2012,0.109683005,-0.024084884,0.056388355,older,0.155798236,6,127,-0.166588374
598,4893,1191,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,25/02/2013,1.188645219,5,0.088958567,0.008199887,0.080758679,375,-0.10314787,0.080758679,1393,46,4,NULL,3.25,0,5,0,3,2013,0.109683005,-0.024084884,0.056388355,older,0.155798236,6,127,0.078605114
599,4893,1192,04/05/2009,2009,C,1,6229.783333,14/10/2013,POOR YIELD/NO MILK,Poor milk yield,1624,14/10/2013,1.188406167,6,0.086684581,0.088958567,-0.002273986,231,0.080758679,0.002273986,1624,53,4,NULL,2.25,0,5,0,3,2013,0.109683005,-0.024084884,0.056388355,older,0.155798236,6,127,-0.003593095
589,4755,738,09/09/2010,2010,S,2,5991.46,NULL,NULL,NULL,NULL,17/09/2010,1.001171358,1,-0.037101639,NULL,NULL,NULL,NULL,NULL,8,0,0,NULL,2,0,NULL,NULL,NULL,2010,-0.174810272,-0.064275809,0.083945918,young,-0.132479486,5,126,NULL
590,4755,739,09/09/2010,2010,S,2,5991.46,NULL,NULL,NULL,NULL,14/04/2011,1.073341743,2,-0.132479486,-0.037101639,-0.095377848,209,NULL,0.095377848,217,7,1,NULL,2,0,NULL,NULL,NULL,2011,-0.174810272,-0.064275809,0.083945918,young,-0.132479486,5,126,-0.166568969
591,4755,740,09/09/2010,2010,S,2,5991.46,NULL,NULL,NULL,NULL,23/03/2012,0.899621375,3,-0.224802788,-0.132479486,-0.092323301,344,-0.095377848,0.092323301,561,18,2,NULL,2,0,NULL,NULL,NULL,2012,-0.174810272,-0.064275809,0.083945918,older,-0.132479486,5,126,-0.097959316
592,4755,741,09/09/2010,2010,S,2,5991.46,NULL,NULL,NULL,NULL,22/02/2013,0.794470651,4,-0.18546257,-0.224802788,0.039340218,336,-0.092323301,0.039340218,897,29,2,NULL,2.5,0,NULL,NULL,NULL,2013,-0.174810272,-0.064275809,0.083945918,older,-0.132479486,5,126,0.042735653
593,4755,742,09/09/2010,2010,S,2,5991.46,NULL,NULL,NULL,NULL,14/05/2014,0.881083212,5,-0.294204875,-0.18546257,-0.108742305,446,0.039340218,0.108742305,1343,44,4,NULL,2.5,0,NULL,NULL,NULL,2014,-0.174810272,-0.064275809,0.083945918,older,-0.132479486,5,126,-0.088993142
584,4718,309,11/03/2010,2010,S,2,5870.8,02/04/2015,FOOT/LEG PROBLEMS,Lameness,1848,15/03/2010,1.210823003,1,0.156128102,NULL,NULL,NULL,NULL,NULL,4,0,0,NULL,2.25,0,7,0,4,2010,-0.04431412,-0.080075666,0.221458461,young,0.002835602,5,125,NULL
585,4718,310,11/03/2010,2010,S,2,5870.8,02/04/2015,FOOT/LEG PROBLEMS,Lameness,1848,14/04/2011,1.108942616,2,0.002835602,0.156128102,-0.1532925,395,NULL,0.1532925,399,13,1,NULL,2.25,0,7,0,4,2011,-0.04431412,-0.080075666,0.221458461,older,0.002835602,5,125,-0.141650032
586,4718,311,11/03/2010,2010,S,2,5870.8,02/04/2015,FOOT/LEG PROBLEMS,Lameness,1848,21/02/2012,0.749232947,3,-0.249562666,0.002835602,-0.252398268,313,-0.1532925,0.252398268,712,23,2,NULL,2.25,0,7,0,4,2012,-0.04431412,-0.080075666,0.221458461,older,0.002835602,5,125,-0.294330249
587,4718,312,11/03/2010,2010,S,2,5870.8,02/04/2015,FOOT/LEG PROBLEMS,Lameness,1848,03/04/2013,1.116095904,4,0.033202923,-0.249562666,0.282765589,407,-0.252398268,0.282765589,1119,37,3,NULL,2.25,0,7,0,4,2013,-0.04431412,-0.080075666,0.221458461,older,0.002835602,5,125,0.253585848
588,4718,313,11/03/2010,2010,S,2,5870.8,02/04/2015,FOOT/LEG PROBLEMS,Lameness,1848,16/05/2014,1.111375929,5,-0.164174562,0.033202923,-0.197377485,408,0.282765589,0.197377485,1527,50,4,NULL,2.5,0,7,0,4,2014,-0.04431412,-0.080075666,0.221458461,older,0.002835602,5,125,-0.176575446
580,4663,552,15/03/2011,2011,S,2,6153.1,16/05/2014,OTHER/SURPLUS,Herd management,1158,22/03/2011,1.033782237,1,-0.106728569,NULL,NULL,NULL,NULL,NULL,7,0,0,NULL,2.25,0,1,2,0,2011,-0.039201391,0.031219663,0.087408595,young,0.023637991,4,124,NULL
581,4663,553,15/03/2011,2011,S,2,6153.1,16/05/2014,OTHER/SURPLUS,Herd management,1158,23/03/2012,1.065524394,2,0.023637991,-0.106728569,0.13036656,367,NULL,0.13036656,374,12,1,NULL,2.25,0,1,2,0,2012,-0.039201391,0.031219663,0.087408595,older,0.023637991,4,124,0.129656116
582,4663,554,15/03/2011,2011,S,2,6153.1,16/05/2014,OTHER/SURPLUS,Herd management,1158,03/04/2013,1.105487401,3,-0.060645407,0.023637991,-0.084283398,376,0.13036656,0.084283398,750,25,2,NULL,2,0,1,2,0,2013,-0.039201391,0.031219663,0.087408595,older,0.023637991,4,124,-0.08181766
583,4663,555,15/03/2011,2011,S,2,6153.1,16/05/2014,OTHER/SURPLUS,Herd management,1158,15/05/2014,1.124945575,4,-0.013069579,-0.060645407,0.047575828,407,-0.084283398,0.047575828,1157,38,3,NULL,2,0,1,2,0,2014,-0.039201391,0.031219663,0.087408595,older,0.023637991,4,124,0.042666283
