"","recoded_id","X.1","X","dob","birth_year","genetic_group","feed_group","amp_305_lactation","cull_date","cull_reason","herd_life","sample_date","rltl","tel_sample_no","residual_rltl_t","residual_rltl_tminus1","diff_rltl_res","sample_interval","change_at_t_1","abs_diff_rltl_res","age_d","age_m","age_y","live_wgt","cond_score","health_event_2week","health_event_fertil_all","health_event_mastitis_all","health_event_lame_all","sample_year","AgeGroup","av_rltl_1_res","SamplesPerAnimal","Animal_No","average_resid_M2","rltl_change_M2","abs_rltl_change_M2"
"501",5939,742,326,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","14/04/2011",0.951186703,2,-0.380498011,"-0.261943837","-0.118554174","252","NULL","0.118554174",257,8,1,"NULL","2",0,"1","0","0",2011,"young",-0.380498011,5,158,-0.346781414,0.000433732500000002,0.132710121
"502",5939,743,327,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","29/02/2012",0.734854889,3,-0.300210068,"-0.380498011","0.080287943","321","-0.118554174","0.080287943",578,19,2,"NULL","2",0,"1","0","0",2012,"older",-0.380498011,5,158,-0.346781414,0.000433732500000002,0.132710121
"503",5939,744,328,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","25/02/2013",0.702023079,4,-0.44620867,"-0.300210068","-0.145998603","362","0.080287943","0.145998603",940,31,3,"NULL","2.5",0,"1","0","0",2013,"older",-0.380498011,5,158,-0.346781414,0.000433732500000002,0.132710121
"504",5939,745,329,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","14/01/2014",0.851942864,5,-0.260208907,"-0.44620867","0.185999764","323","-0.145998603","0.185999764",1263,41,3,"NULL","2",1,"1","0","0",2014,"older",-0.380498011,5,158,-0.346781414,0.000433732500000002,0.132710121
"505",6029,747,950,"16/07/2011",2011,"S","2","6956","NULL","NULL","NULL","23/03/2012",0.849352556,2,-0.212900493,"-0.044189703","-0.168710789","246","NULL","0.168710789",251,8,1,"NULL","2.75",0,"NULL","NULL","NULL",2012,"young",-0.212900493,4,159,-0.200956084333333,-0.0300689306666667,0.110852110666667
"506",6029,748,951,"16/07/2011",2011,"S","2","6956","NULL","NULL","NULL","07/03/2013",0.809794382,3,-0.255571265,"-0.212900493","-0.042670773","349","-0.168710789","0.042670773",600,20,2,"NULL","2.75",0,"NULL","NULL","NULL",2013,"older",-0.212900493,4,159,-0.200956084333333,-0.0300689306666667,0.110852110666667
"507",6029,749,952,"16/07/2011",2011,"S","2","6956","NULL","NULL","NULL","16/05/2014",1.009262959,4,-0.134396495,"-0.255571265","0.12117477","435","-0.042670773","0.12117477",1035,34,3,"NULL","1.75",0,"NULL","NULL","NULL",2014,"older",-0.212900493,4,159,-0.200956084333333,-0.0300689306666667,0.110852110666667
"508",6101,751,550,"04/11/2010",2010,"S","1","5546.5","01/05/2013","LOST QUARTERS","909","23/03/2012",1.147804502,2,0.077022958,"0.159025799","-0.082002842","497","NULL","0.082002842",505,17,1,"NULL","2.75",0,"2","1","1",2012,"older",0.077022958,3,160,0.067655128,-0.0503692505,0.0503692505
"509",6101,752,551,"04/11/2010",2010,"S","1","5546.5","01/05/2013","LOST QUARTERS","909","25/02/2013",1.107872571,3,0.058287298,"0.077022958","-0.018735659","339","-0.082002842","0.018735659",844,28,2,"NULL","2.25",1,"2","1","1",2013,"older",0.077022958,3,160,0.067655128,-0.0503692505,0.0503692505
"510",6118,754,1217,"13/11/2009",2009,"C","2","6107.26","NULL","NULL","NULL","28/03/2011",1.225142667,2,0.105988803,"0.471620438","-0.365631634","496","NULL","0.365631634",500,16,1,"NULL","2.25",0,"NULL","NULL","NULL",2011,"older",0.105988803,5,161,0.10766173425,-0.0945043665,0.1579052805
"511",6118,755,1218,"13/11/2009",2009,"C","2","6107.26","NULL","NULL","NULL","22/02/2012",1.296485207,3,0.185121411,"0.105988803","0.079132607","331","-0.365631634","0.079132607",831,27,2,"NULL","2",0,"NULL","NULL","NULL",2012,"older",0.105988803,5,161,0.10766173425,-0.0945043665,0.1579052805
"512",6118,756,1219,"13/11/2009",2009,"C","2","6107.26","NULL","NULL","NULL","22/02/2013",1.114920536,4,0.045933751,"0.185121411","-0.13918766","366","0.079132607","0.13918766",1197,39,3,"NULL","1.75",0,"NULL","NULL","NULL",2013,"older",0.105988803,5,161,0.10766173425,-0.0945043665,0.1579052805
"513",6118,757,1220,"13/11/2009",2009,"C","2","6107.26","NULL","NULL","NULL","14/05/2014",1.148297873,5,0.093602972,"0.045933751","0.047669221","446","-0.13918766","0.047669221",1643,54,5,"NULL","2",0,"NULL","NULL","NULL",2014,"older",0.105988803,5,161,0.10766173425,-0.0945043665,0.1579052805
"514",6123,759,763,"14/02/2011",2011,"C","1","8943.2","NULL","NULL","NULL","23/03/2012",0.692614839,2,-0.303740287,"-0.031044753","-0.272695534","395","NULL","0.272695534",403,13,1,"NULL","2",0,"NULL","NULL","NULL",2012,"older",-0.303740287,4,162,-0.349380427,-0.115608450333333,0.115608450333333
"515",6123,760,764,"14/02/2011",2011,"C","1","8943.2","NULL","NULL","NULL","27/02/2013",0.86232701,3,-0.36653089,"-0.303740287","-0.062790604","341","-0.272695534","0.062790604",744,24,2,"NULL","1.75",0,"NULL","NULL","NULL",2013,"older",-0.303740287,4,162,-0.349380427,-0.115608450333333,0.115608450333333
"516",6123,761,765,"14/02/2011",2011,"C","1","8943.2","NULL","NULL","NULL","15/05/2014",0.699172688,4,-0.377870104,"-0.36653089","-0.011339213","442","-0.062790604","0.011339213",1186,39,3,"NULL","3",0,"NULL","NULL","NULL",2014,"older",-0.303740287,4,162,-0.349380427,-0.115608450333333,0.115608450333333
"517",6128,763,1103,"26/05/2011",2011,"C","2","3621.425","16/11/2016","FOOT/LEG PROBLEMS","2001","23/03/2012",0.991487105,2,-0.004868021,"0.358338815","-0.363206836","298","NULL","0.363206836",302,10,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"young",-0.004868021,4,163,0.179754751666667,-0.082164708,0.373601778666667
"518",6128,764,1104,"26/05/2011",2011,"C","2","3621.425","16/11/2016","FOOT/LEG PROBLEMS","2001","07/03/2013",1.579769039,3,0.432287585,"-0.004868021","0.437155606","349","-0.363206836","0.437155606",651,21,2,"NULL","2.25",0,"NULL","NULL","NULL",2013,"older",-0.004868021,4,163,0.179754751666667,-0.082164708,0.373601778666667
"519",6128,765,1105,"26/05/2011",2011,"C","2","3621.425","16/11/2016","FOOT/LEG PROBLEMS","2001","14/05/2014",1.192607474,4,0.111844691,"0.432287585","-0.320442894","433","0.437155606","0.320442894",1084,36,3,"NULL","2.25",0,"NULL","NULL","NULL",2014,"older",-0.004868021,4,163,0.179754751666667,-0.082164708,0.373601778666667
"520",6131,767,1222,"27/11/2009",2009,"C","NULL","NULL","29/08/2013","REPEAT BREEDER","1371","28/03/2011",0.982942745,2,-0.03367832,"0.173831942","-0.207510262","480","NULL","0.207510262",486,16,1,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",-0.03367832,4,164,-0.00648996566666666,-0.07830053,0.150938122666667
"521",6131,768,1223,"27/11/2009",2009,"C","NULL","NULL","29/08/2013","REPEAT BREEDER","1371","27/02/2012",1.096718676,3,0.07527807,"-0.03367832","0.108956389","336","-0.207510262","0.108956389",822,27,2,"NULL","NULL",0,"NULL","NULL","NULL",2012,"older",-0.03367832,4,164,-0.00648996566666666,-0.07830053,0.150938122666667
"522",6131,769,1224,"27/11/2009",2009,"C","NULL","NULL","29/08/2013","REPEAT BREEDER","1371","11/03/2013",0.969040477,4,-0.061069647,"0.07527807","-0.136347717","378","0.108956389","0.136347717",1200,39,3,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",-0.03367832,4,164,-0.00648996566666666,-0.07830053,0.150938122666667
"523",6140,771,323,"27/07/2010",2010,"S","2","5161.3","06/06/2013","REPEAT BREEDER","1045","14/04/2011",0.753579169,2,-0.26540509,"-0.064479893","-0.200925197","255","NULL","0.200925197",261,9,1,"NULL","2.5",0,"3","0","0",2011,"young",-0.26540509,3,165,-0.101909899,0.0630325925,0.2639577895
"524",6140,772,324,"27/07/2010",2010,"S","2","5161.3","06/06/2013","REPEAT BREEDER","1045","21/02/2013",1.033344497,3,0.061585292,"-0.26540509","0.326990382","679","-0.200925197","0.326990382",940,31,3,"NULL","2.5",0,"3","0","0",2013,"older",-0.26540509,3,165,-0.101909899,0.0630325925,0.2639577895
"525",6203,774,164,"31/03/2011",2011,"C","2","7283.933333","11/08/2016","REPEAT BREEDER","1960","23/03/2012",1.010858743,2,-0.032523067,"0.058730524","-0.091253591","353","NULL","0.091253591",358,12,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"young",-0.032523067,4,166,0.0663746323333333,0.0185881866666667,0.0811951126666667
"526",6203,775,165,"31/03/2011",2011,"C","2","7283.933333","11/08/2016","REPEAT BREEDER","1960","03/04/2013",1.199032812,3,0.117151881,"-0.032523067","0.149674949","376","-0.091253591","0.149674949",734,24,2,"NULL","2",0,"NULL","NULL","NULL",2013,"older",-0.032523067,4,166,0.0663746323333333,0.0185881866666667,0.0811951126666667
"527",6203,776,166,"31/03/2011",2011,"C","2","7283.933333","11/08/2016","REPEAT BREEDER","1960","16/05/2014",1.257772,4,0.114495083,"0.117151881","-0.002656798","408","0.149674949","0.002656798",1142,37,3,"NULL","1.75",0,"NULL","NULL","NULL",2014,"older",-0.032523067,4,166,0.0663746323333333,0.0185881866666667,0.0811951126666667
"528",6236,778,1132,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","16/03/2010",1.064093344,2,-0.076417462,"0.201480164","-0.277897626","537","NULL","0.277897626",544,18,1,"NULL","2.25",0,"NULL","NULL","NULL",2010,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"529",6236,779,1133,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","24/03/2011",0.901966087,3,-0.14914365,"-0.076417462","-0.072726188","373","-0.277897626","0.072726188",917,30,3,"NULL","2",0,"NULL","NULL","NULL",2011,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"530",6236,780,1134,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","20/02/2012",1.096591065,4,0.014710134,"-0.14914365","0.163853784","333","-0.072726188","0.163853784",1250,41,3,"NULL","1.75",0,"NULL","NULL","NULL",2012,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"531",6236,781,1135,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","21/02/2013",0.942378771,5,-0.101003151,"0.014710134","-0.115713286","367","0.163853784","0.115713286",1617,53,4,"NULL","1.75",0,"NULL","NULL","NULL",2013,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"532",6236,782,1136,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","16/05/2014",0.798681399,6,-0.251673026,"-0.101003151","-0.150669875","449","-0.115713286","0.150669875",2066,68,6,"NULL","1.75",0,"NULL","NULL","NULL",2014,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"533",6236,783,1137,"18/09/2008",2008,"C","2","8228.9125","15/10/2015","REPEAT BREEDER","2583","16/12/2014",1.101735776,7,-0.037636175,"-0.251673026","0.214036851","214","-0.150669875","0.214036851",2280,75,6,"NULL","2.5",0,"NULL","NULL","NULL",2014,"older",-0.076417462,7,167,-0.100193888333333,-0.0398527233333333,0.165816268333333
"534",6365,789,216,"08/02/2009",2009,"S","1","10466.375","15/04/2016","MASTITIS","2623","16/03/2010",1.057177106,2,0.05342666,"0.127308284","-0.073881623","400","NULL","0.073881623",401,13,1,"NULL","2",0,"NULL","NULL","NULL",2010,"older",0.05342666,5,168,-0.1308849685,-0.0631548355,0.1222155025
"535",6365,790,217,"08/02/2009",2009,"S","1","10466.375","15/04/2016","MASTITIS","2623","09/03/2011",0.853304409,3,-0.208223082,"0.05342666","-0.261649742","358","-0.073881623","0.261649742",759,25,2,"NULL","2",0,"NULL","NULL","NULL",2011,"older",0.05342666,5,168,-0.1308849685,-0.0631548355,0.1222155025
"536",6365,791,218,"08/02/2009",2009,"S","1","10466.375","15/04/2016","MASTITIS","2623","15/04/2013",0.773188672,4,-0.243432393,"-0.208223082","-0.035209311","768","-0.261649742","0.035209311",1527,50,4,"NULL","1.5",0,"NULL","NULL","NULL",2013,"older",0.05342666,5,168,-0.1308849685,-0.0631548355,0.1222155025
"537",6365,792,219,"08/02/2009",2009,"S","1","10466.375","15/04/2016","MASTITIS","2623","28/05/2014",0.989470779,5,-0.125311059,"-0.243432393","0.118121334","408","-0.035209311","0.118121334",1935,63,5,"NULL","1.5",0,"NULL","NULL","NULL",2014,"older",0.05342666,5,168,-0.1308849685,-0.0631548355,0.1222155025
"538",6389,794,811,"22/01/2009",2009,"S","2","8526.633333","16/05/2014","ACCIDENT","1940","16/03/2010",1.399502709,2,0.137194897,"0.461098633","-0.323903736","414","NULL","0.323903736",418,14,1,"NULL","2.25",0,"3","1","4",2010,"older",0.137194897,6,169,0.1329971384,-0.104867203,0.183528347
"539",6389,795,812,"22/01/2009",2009,"S","2","8526.633333","16/05/2014","ACCIDENT","1940","24/03/2011",1.052893681,3,0.081134476,"0.137194897","-0.056060421","373","-0.323903736","0.056060421",791,26,2,"NULL","2.25",0,"3","1","4",2011,"older",0.137194897,6,169,0.1329971384,-0.104867203,0.183528347
"540",6389,796,813,"22/01/2009",2009,"S","2","8526.633333","16/05/2014","ACCIDENT","1940","23/02/2012",1.453075423,4,0.277787336,"0.081134476","0.19665286","336","-0.056060421","0.19665286",1127,37,3,"NULL","2",0,"3","1","4",2012,"older",0.137194897,6,169,0.1329971384,-0.104867203,0.183528347
"541",6389,797,814,"22/01/2009",2009,"S","2","8526.633333","16/05/2014","ACCIDENT","1940","22/02/2013",1.286936093,5,0.232106365,"0.277787336","-0.045680971","365","0.19665286","0.045680971",1492,49,4,"NULL","1.75",0,"3","1","4",2013,"older",0.137194897,6,169,0.1329971384,-0.104867203,0.183528347
"542",6389,798,815,"22/01/2009",2009,"S","2","8526.633333","16/05/2014","ACCIDENT","1940","13/05/2014",1.010692811,6,-0.063237382,"0.232106365","-0.295343747","445","-0.045680971","0.295343747",1937,64,5,"NULL","1.5",0,"3","1","4",2014,"older",0.137194897,6,169,0.1329971384,-0.104867203,0.183528347
"543",6431,800,46,"27/05/2009",2009,"C","NULL","56.1","16/01/2015","NULL","2060","16/03/2010",1.174238461,2,0.091669494,"0.096484839","-0.004815345","288","NULL","0.004815345",293,10,1,"NULL","NULL",0,"1","0","0",2010,"young",0.091669494,6,170,0.0537546842,0.0420635966,0.1101074798
"544",6431,801,47,"27/05/2009",2009,"C","NULL","56.1","16/01/2015","NULL","2060","28/03/2011",0.949652666,3,-0.073624868,"0.091669494","-0.165294363","377","-0.004815345","0.165294363",670,22,2,"NULL","NULL",0,"1","0","0",2011,"older",0.091669494,6,170,0.0537546842,0.0420635966,0.1101074798
"545",6431,802,48,"27/05/2009",2009,"C","NULL","56.1","16/01/2015","NULL","2060","27/02/2012",0.9928157,4,-0.05812637,"-0.073624868","0.015498499","336","-0.165294363","0.015498499",1006,33,3,"NULL","NULL",0,"1","0","0",2012,"older",0.091669494,6,170,0.0537546842,0.0420635966,0.1101074798
"546",6431,803,49,"27/05/2009",2009,"C","NULL","56.1","16/01/2015","NULL","2060","11/03/2013",1.060367619,5,0.002052342,"-0.05812637","0.060178711","378","0.015498499","0.060178711",1384,45,4,"NULL","NULL",0,"1","0","0",2013,"older",0.091669494,6,170,0.0537546842,0.0420635966,0.1101074798
"547",6431,804,50,"27/05/2009",2009,"C","NULL","56.1","16/01/2015","NULL","2060","06/06/2014",1.373285147,6,0.306802823,"0.002052342","0.304750481","452","0.060178711","0.304750481",1836,60,5,"NULL","NULL",0,"1","0","0",2014,"older",0.091669494,6,170,0.0537546842,0.0420635966,0.1101074798
"548",6436,806,910,"27/07/2010",2010,"C","1","7211.5","25/07/2013","BRUCELLOSIS/ABORTED","1094","14/04/2011",0.978097252,2,-0.04584184,"0.06920794","-0.11504978","255","NULL","0.11504978",261,9,1,"NULL","2.25",0,"2","0","0",2011,"young",-0.04584184,4,171,-0.0501662783333333,-0.0673667643333333,0.116751562333333
"549",6436,807,911,"27/07/2010",2010,"C","1","7211.5","25/07/2013","BRUCELLOSIS/ABORTED","1094","27/03/2012",1.083544615,3,0.028235357,"-0.04584184","0.074077197","348","-0.11504978","0.074077197",609,20,2,"NULL","2.25",0,"2","0","0",2012,"older",-0.04584184,4,171,-0.0501662783333333,-0.0673667643333333,0.116751562333333
"550",6436,808,912,"27/07/2010",2010,"C","1","7211.5","25/07/2013","BRUCELLOSIS/ABORTED","1094","25/02/2013",0.908493243,4,-0.132892352,"0.028235357","-0.16112771","335","0.074077197","0.16112771",944,31,3,"NULL","3",0,"2","0","0",2013,"older",-0.04584184,4,171,-0.0501662783333333,-0.0673667643333333,0.116751562333333
"551",6447,810,1011,"11/07/2009",2009,"S","2","NULL","05/07/2011","BAD CALVING","724","16/03/2010",1.185688592,2,0.016303272,"0.21090433","-0.194601058","243","NULL","0.194601058",248,8,1,"NULL","NULL",0,"1","0","0",2010,"young",0.016303272,3,172,0.017420973,-0.096182828,0.09841823
"552",6447,811,1012,"11/07/2009",2009,"S","2","NULL","05/07/2011","BAD CALVING","724","28/03/2011",1.118126473,3,0.018538674,"0.016303272","0.002235402","377","-0.194601058","0.002235402",625,20,2,"NULL","NULL",0,"1","0","0",2011,"older",0.016303272,3,172,0.017420973,-0.096182828,0.09841823
"553",6535,813,942,"22/04/2011",2011,"S","1","6653.366667","06/08/2015","MASTITIS","1567","23/03/2012",0.956072634,2,-0.096464567,"0.119357805","-0.215822372","331","NULL","0.215822372",336,11,1,"NULL","2.25",0,"3","2","2",2012,"young",-0.096464567,4,173,-0.116094787666667,-0.0773994873333333,0.094825142
"554",6535,814,943,"22/04/2011",2011,"S","1","6653.366667","06/08/2015","MASTITIS","1567","27/02/2013",0.884959953,3,-0.138979139,"-0.096464567","-0.042514572","341","-0.215822372","0.042514572",677,22,2,"NULL","2.25",0,"3","2","2",2013,"older",-0.096464567,4,173,-0.116094787666667,-0.0773994873333333,0.094825142
"555",6535,815,944,"22/04/2011",2011,"S","1","6653.366667","06/08/2015","MASTITIS","1567","15/05/2014",0.986987585,4,-0.112840657,"-0.138979139","0.026138482","442","-0.042514572","0.026138482",1119,37,3,"NULL","2",0,"3","2","2",2014,"older",-0.096464567,4,173,-0.116094787666667,-0.0773994873333333,0.094825142
"556",6546,817,1019,"29/11/2009",2009,"C","NULL","NULL","19/12/2011","REPRODUCTIVE DISORDER","750","14/04/2011",1.085730561,2,-0.086993116,"0.317395041","-0.404388157","497","NULL","0.404388157",501,16,1,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",-0.086993116,3,174,0.0418248025,-0.07337616,0.331011997
"557",6546,818,1020,"29/11/2009",2009,"C","NULL","NULL","19/12/2011","REPRODUCTIVE DISORDER","750","17/12/2011",1.220997146,3,0.170642721,"-0.086993116","0.257635837","247","-0.404388157","0.257635837",748,25,2,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",-0.086993116,3,174,0.0418248025,-0.07337616,0.331011997
"558",6585,820,807,"02/01/2009",2009,"C","1","9084.316667","30/08/2013","OTHER/SURPLUS","1701","16/03/2010",0.915342806,2,-0.192844711,"-0.310769117","0.117924406","428","NULL","0.117924406",438,14,1,"NULL","2",0,"6","5","0",2010,"older",-0.192844711,4,175,-0.181042395666667,0.004547444,0.16719484
"559",6585,821,808,"02/01/2009",2009,"C","1","9084.316667","30/08/2013","OTHER/SURPLUS","1701","16/02/2012",1.120704932,4,-0.053155691,"-0.192844711","0.13968902","702","0.117924406","0.13968902",1140,37,3,"NULL","1.75",0,"6","5","0",2012,"older",-0.192844711,4,175,-0.181042395666667,0.004547444,0.16719484
"560",6585,822,809,"02/01/2009",2009,"C","1","9084.316667","30/08/2013","OTHER/SURPLUS","1701","25/02/2013",0.706687635,5,-0.297126785,"-0.053155691","-0.243971094","375","0.13968902","0.243971094",1515,50,4,"NULL","1.25",1,"6","5","0",2013,"older",-0.192844711,4,175,-0.181042395666667,0.004547444,0.16719484
"561",6696,826,235,"14/04/2009",2009,"C","1","6360.05","24/01/2013","OTHER/SURPLUS","1381","16/03/2010",1.0047121,2,-0.064373538,"-0.02087567","-0.043497868","329","NULL","0.043497868",336,11,1,"512","NULL",0,"2","2","2",2010,"young",-0.064373538,5,177,0.0177856265,0.0258973935,0.0954182145
"562",6696,827,236,"14/04/2009",2009,"C","1","6360.05","24/01/2013","OTHER/SURPLUS","1381","28/03/2011",1.123428056,3,0.074172957,"-0.064373538","0.138546495","377","-0.043497868","0.138546495",713,23,2,"512","NULL",0,"2","2","2",2011,"older",-0.064373538,5,177,0.0177856265,0.0258973935,0.0954182145
"563",6696,828,237,"14/04/2009",2009,"C","1","6360.05","24/01/2013","OTHER/SURPLUS","1381","16/02/2012",1.097783047,4,-0.021370817,"0.074172957","-0.095543774","325","0.138546495","0.095543774",1038,34,3,"NULL","2.75",0,"2","2","2",2012,"older",-0.064373538,5,177,0.0177856265,0.0258973935,0.0954182145
"564",6696,829,238,"14/04/2009",2009,"C","1","6360.05","24/01/2013","OTHER/SURPLUS","1381","22/01/2013",1.143925929,5,0.082713904,"-0.021370817","0.104084721","341","-0.095543774","0.104084721",1379,45,4,"NULL","2",0,"2","2","2",2013,"older",-0.064373538,5,177,0.0177856265,0.0258973935,0.0954182145
"565",6747,831,796,"27/07/2012",2012,"S","2","8.7","04/11/2014","MASTITIS","830","07/03/2013",0.830152646,2,-0.182289123,"-0.124163605","-0.058125518","216","NULL","0.058125518",223,7,1,"NULL","2",0,"0","1","0",2013,"young",-0.182289123,3,178,-0.1037291225,0.0494972415,0.1076227595
"566",6747,832,797,"27/07/2012",2012,"S","2","8.7","04/11/2014","MASTITIS","830","28/03/2014",0.939768637,3,-0.025169122,"-0.182289123","0.157120001","386","-0.058125518","0.157120001",609,20,2,"NULL","2",0,"0","1","0",2014,"older",-0.182289123,3,178,-0.1037291225,0.0494972415,0.1076227595
"567",6776,834,375,"24/06/2011",2011,"S","2","7546.425","NULL","NULL","NULL","23/03/2012",0.750147208,2,-0.253766065,"0.064690806","-0.318456871","270","NULL","0.318456871",273,9,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"young",-0.253766065,4,179,-0.090054457,-0.0840301356666667,0.367209042333333
"568",6776,835,376,"24/06/2011",2011,"S","2","7546.425","NULL","NULL","NULL","07/03/2013",1.288828803,3,0.171002295,"-0.253766065","0.42476836","349","-0.318456871","0.42476836",622,20,2,"NULL","2.25",0,"NULL","NULL","NULL",2013,"older",-0.253766065,4,179,-0.090054457,-0.0840301356666667,0.367209042333333
"569",6776,836,377,"24/06/2011",2011,"S","2","7546.425","NULL","NULL","NULL","14/05/2014",0.922598984,4,-0.187399601,"0.171002295","-0.358401896","433","0.42476836","0.358401896",1055,35,3,"NULL","2.25",0,"NULL","NULL","NULL",2014,"older",-0.253766065,4,179,-0.090054457,-0.0840301356666667,0.367209042333333
"570",6784,838,1084,"22/02/2011",2011,"C","2","6200.466667","NULL","NULL","NULL","23/03/2012",1.337139771,2,0.140522373,"0.044072392","0.096449981","385","NULL","0.096449981",395,13,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"older",0.140522373,4,180,0.0579585406666667,-0.00996051966666667,0.074260507
"571",6784,839,1085,"22/02/2011",2011,"C","2","6200.466667","NULL","NULL","NULL","22/02/2013",1.088248054,3,0.019162416,"0.140522373","-0.121359957","336","0.096449981","0.121359957",731,24,2,"NULL","2.25",0,"NULL","NULL","NULL",2013,"older",0.140522373,4,180,0.0579585406666667,-0.00996051966666667,0.074260507
"572",6784,840,1086,"22/02/2011",2011,"C","2","6200.466667","NULL","NULL","NULL","14/05/2014",1.126342604,4,0.014190833,"0.019162416","-0.004971583","446","-0.121359957","0.004971583",1177,39,3,"NULL","2.5",0,"NULL","NULL","NULL",2014,"older",0.140522373,4,180,0.0579585406666667,-0.00996051966666667,0.074260507
"573",6815,853,830,"22/02/2009",2009,"C","NULL","1622.25","08/01/2015","NOT SERVED - POLICY","2146","16/03/2010",1.278971308,2,0.129461665,"0.174544785","-0.04508312","387","NULL","0.04508312",387,13,1,"NULL","NULL",0,"NULL","NULL","NULL",2010,"older",0.129461665,6,181,-0.0069780734,-0.0554671362,0.0554671362
"574",6815,854,831,"22/02/2009",2009,"C","NULL","1622.25","08/01/2015","NOT SERVED - POLICY","2146","28/02/2011",1.249172253,3,0.031563601,"0.129461665","-0.097898063","349","-0.04508312","0.097898063",736,24,2,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",0.129461665,6,181,-0.0069780734,-0.0554671362,0.0554671362
"575",6815,855,832,"22/02/2009",2009,"C","NULL","1622.25","08/01/2015","NOT SERVED - POLICY","2146","27/02/2012",1.136854087,4,0.00040976,"0.031563601","-0.031153841","364","-0.097898063","0.031153841",1100,36,3,"NULL","NULL",0,"NULL","NULL","NULL",2012,"older",0.129461665,6,181,-0.0069780734,-0.0554671362,0.0554671362
"576",6815,856,833,"22/02/2009",2009,"C","NULL","1622.25","08/01/2015","NOT SERVED - POLICY","2146","11/03/2013",0.984052007,5,-0.093534496,"0.00040976","-0.093944256","378","-0.031153841","0.093944256",1478,48,4,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",0.129461665,6,181,-0.0069780734,-0.0554671362,0.0554671362
"577",6815,857,834,"22/02/2009",2009,"C","NULL","1622.25","08/01/2015","NOT SERVED - POLICY","2146","20/08/2014",0.921579515,6,-0.102790897,"-0.093534496","-0.009256401","527","-0.093944256","0.009256401",2005,66,5,"NULL","NULL",0,"NULL","NULL","NULL",2014,"older",0.129461665,6,181,-0.0069780734,-0.0554671362,0.0554671362
"578",6873,859,1169,"07/03/2009",2009,"S","1","4920.2","08/12/2011","OTHER/SURPLUS","1006","16/03/2010",1.176539013,2,0.161274745,"0.208021832","-0.046747087","371","NULL","0.046747087",374,12,1,"NULL","2",0,"2","0","0",2010,"older",0.161274745,5,182,0.001494894,-0.09457234025,0.20465925125
"579",6873,860,1170,"07/03/2009",2009,"S","1","4920.2","08/12/2011","OTHER/SURPLUS","1006","06/07/2011",0.962666063,3,-0.102600731,"0.161274745","-0.263875476","477","-0.046747087","0.263875476",851,28,2,"540","NULL",0,"2","0","0",2011,"older",0.161274745,5,182,0.001494894,-0.09457234025,0.20465925125
"580",6873,861,1171,"07/03/2009",2009,"S","1","4920.2","08/12/2011","OTHER/SURPLUS","1006","28/09/2011",1.07621878,4,0.117573091,"-0.102600731","0.220173822","84","-0.263875476","0.220173822",935,31,3,"NULL","1.75",1,"2","0","0",2011,"older",0.161274745,5,182,0.001494894,-0.09457234025,0.20465925125
"581",6873,862,1172,"07/03/2009",2009,"S","1","4920.2","08/12/2011","OTHER/SURPLUS","1006","07/12/2011",0.907837022,5,-0.170267529,"0.117573091","-0.28784062","70","0.220173822","0.28784062",1005,33,3,"489","NULL",0,"2","0","0",2011,"older",0.161274745,5,182,0.001494894,-0.09457234025,0.20465925125
"582",6894,864,877,"10/01/2010",2010,"C","1","7501.566667","01/05/2015","REPEAT BREEDER","1937","14/04/2011",1.024503475,2,-0.022598438,"0.177617013","-0.200215451","456","NULL","0.200215451",459,15,1,"NULL","2.5",0,"5","1","2",2011,"older",-0.022598438,5,183,0.01470513075,-0.03874290825,0.16793611175
